(53, 233)
(53, 234)
(53, 235)
(53, 236)
(53, 237)
(54, 231)
(54, 232)
(54, 233)
(54, 234)
(54, 235)
(54, 236)
(55, 229)
(55, 230)
(55, 231)
(55, 232)
(55, 233)
(55, 234)
(55, 235)
(55, 236)
(56, 227)
(56, 228)
(56, 229)
(56, 230)
(56, 231)
(56, 232)
(56, 233)
(56, 234)
(56, 235)
(57, 225)
(57, 226)
(57, 227)
(57, 228)
(57, 229)
(57, 230)
(57, 231)
(57, 232)
(57, 233)
(57, 234)
(58, 223)
(58, 224)
(58, 225)
(58, 226)
(58, 228)
(58, 229)
(58, 230)
(58, 231)
(58, 232)
(58, 233)
(59, 221)
(59, 222)
(59, 223)
(59, 224)
(59, 225)
(59, 226)
(59, 227)
(59, 228)
(59, 229)
(59, 230)
(59, 231)
(59, 232)
(59, 233)
(60, 219)
(60, 220)
(60, 221)
(60, 222)
(60, 223)
(60, 224)
(60, 225)
(60, 226)
(60, 227)
(60, 228)
(60, 229)
(60, 230)
(60, 231)
(60, 232)
(60, 233)
(60, 234)
(60, 235)
(61, 217)
(61, 218)
(61, 219)
(61, 220)
(61, 221)
(61, 222)
(61, 223)
(61, 224)
(61, 225)
(61, 226)
(61, 227)
(61, 228)
(61, 229)
(61, 230)
(61, 231)
(62, 214)
(62, 215)
(62, 216)
(62, 217)
(62, 218)
(62, 219)
(62, 220)
(62, 221)
(62, 222)
(62, 223)
(62, 224)
(62, 225)
(62, 226)
(62, 227)
(62, 228)
(62, 229)
(62, 231)
(63, 211)
(63, 212)
(63, 213)
(63, 214)
(63, 215)
(63, 216)
(63, 217)
(63, 218)
(63, 219)
(63, 220)
(63, 221)
(63, 222)
(63, 224)
(63, 225)
(63, 226)
(63, 227)
(63, 229)
(64, 209)
(64, 210)
(64, 211)
(64, 212)
(64, 213)
(64, 214)
(64, 215)
(64, 216)
(64, 217)
(64, 218)
(64, 219)
(64, 220)
(64, 221)
(64, 222)
(64, 223)
(64, 224)
(64, 225)
(64, 226)
(64, 227)
(64, 235)
(65, 207)
(65, 208)
(65, 209)
(65, 210)
(65, 211)
(65, 212)
(65, 213)
(65, 214)
(65, 215)
(65, 216)
(65, 217)
(65, 218)
(65, 219)
(65, 220)
(65, 222)
(65, 223)
(65, 225)
(65, 226)
(65, 234)
(66, 204)
(66, 205)
(66, 206)
(66, 207)
(66, 208)
(66, 209)
(66, 210)
(66, 211)
(66, 212)
(66, 213)
(66, 214)
(66, 215)
(66, 216)
(66, 217)
(66, 218)
(66, 219)
(66, 220)
(66, 221)
(66, 222)
(66, 223)
(66, 224)
(66, 233)
(67, 202)
(67, 203)
(67, 204)
(67, 205)
(67, 206)
(67, 207)
(67, 208)
(67, 209)
(67, 210)
(67, 211)
(67, 212)
(67, 213)
(67, 214)
(67, 215)
(67, 216)
(67, 217)
(67, 218)
(67, 220)
(67, 221)
(67, 222)
(68, 200)
(68, 201)
(68, 202)
(68, 203)
(68, 204)
(68, 205)
(68, 207)
(68, 208)
(68, 209)
(68, 210)
(68, 211)
(68, 212)
(68, 213)
(68, 214)
(68, 215)
(68, 216)
(68, 217)
(68, 218)
(68, 219)
(68, 220)
(68, 221)
(69, 198)
(69, 199)
(69, 200)
(69, 201)
(69, 202)
(69, 203)
(69, 204)
(69, 205)
(69, 206)
(69, 207)
(69, 208)
(69, 209)
(69, 210)
(69, 211)
(69, 212)
(69, 213)
(69, 214)
(69, 215)
(69, 216)
(69, 218)
(69, 219)
(70, 196)
(70, 197)
(70, 198)
(70, 199)
(70, 200)
(70, 201)
(70, 202)
(70, 203)
(70, 204)
(70, 205)
(70, 206)
(70, 207)
(70, 208)
(70, 209)
(70, 210)
(70, 211)
(70, 212)
(70, 213)
(70, 214)
(70, 215)
(70, 216)
(70, 217)
(71, 195)
(71, 196)
(71, 197)
(71, 198)
(71, 199)
(71, 200)
(71, 201)
(71, 202)
(71, 203)
(71, 205)
(71, 206)
(71, 207)
(71, 208)
(71, 209)
(71, 210)
(71, 211)
(71, 212)
(71, 213)
(71, 215)
(72, 193)
(72, 194)
(72, 195)
(72, 196)
(72, 197)
(72, 198)
(72, 199)
(72, 200)
(72, 201)
(72, 202)
(72, 203)
(72, 204)
(72, 205)
(72, 206)
(72, 207)
(72, 208)
(72, 209)
(72, 210)
(72, 211)
(72, 212)
(72, 213)
(73, 193)
(73, 194)
(73, 195)
(73, 196)
(73, 197)
(73, 198)
(73, 199)
(73, 200)
(73, 201)
(73, 202)
(73, 203)
(73, 204)
(73, 205)
(73, 206)
(73, 207)
(73, 208)
(73, 209)
(73, 210)
(73, 211)
(73, 212)
(74, 191)
(74, 192)
(74, 193)
(74, 194)
(74, 195)
(74, 196)
(74, 197)
(74, 198)
(74, 199)
(74, 200)
(74, 201)
(74, 202)
(74, 203)
(74, 204)
(74, 205)
(74, 206)
(74, 207)
(74, 208)
(74, 209)
(74, 210)
(74, 211)
(74, 226)
(75, 191)
(75, 192)
(75, 193)
(75, 194)
(75, 195)
(75, 196)
(75, 197)
(75, 198)
(75, 199)
(75, 200)
(75, 201)
(75, 202)
(75, 203)
(75, 204)
(75, 205)
(75, 206)
(75, 207)
(75, 208)
(75, 225)
(76, 190)
(76, 191)
(76, 192)
(76, 193)
(76, 194)
(76, 195)
(76, 196)
(76, 197)
(76, 198)
(76, 199)
(76, 200)
(76, 201)
(76, 202)
(76, 203)
(76, 204)
(76, 205)
(76, 206)
(76, 207)
(76, 224)
(77, 189)
(77, 190)
(77, 191)
(77, 192)
(77, 193)
(77, 194)
(77, 195)
(77, 196)
(77, 197)
(77, 198)
(77, 199)
(77, 201)
(77, 202)
(77, 204)
(77, 223)
(78, 188)
(78, 189)
(78, 190)
(78, 191)
(78, 192)
(78, 193)
(78, 194)
(78, 195)
(78, 196)
(78, 197)
(78, 198)
(78, 199)
(78, 200)
(78, 201)
(78, 222)
(79, 187)
(79, 188)
(79, 189)
(79, 190)
(79, 191)
(79, 192)
(79, 193)
(79, 194)
(79, 195)
(79, 196)
(79, 197)
(79, 198)
(79, 221)
(80, 186)
(80, 187)
(80, 188)
(80, 189)
(80, 190)
(80, 191)
(80, 192)
(80, 193)
(80, 195)
(80, 196)
(80, 197)
(80, 220)
(81, 185)
(81, 186)
(81, 187)
(81, 188)
(81, 189)
(81, 190)
(81, 191)
(81, 193)
(81, 194)
(81, 219)
(82, 185)
(82, 186)
(82, 187)
(82, 188)
(82, 189)
(82, 190)
(82, 192)
(82, 193)
(82, 218)
(83, 184)
(83, 185)
(83, 186)
(83, 187)
(83, 188)
(83, 189)
(83, 191)
(83, 192)
(83, 217)
(84, 185)
(84, 186)
(84, 187)
(84, 188)
(84, 190)
(84, 191)
(84, 216)
(85, 183)
(85, 184)
(85, 185)
(85, 186)
(85, 187)
(85, 189)
(85, 190)
(85, 215)
(86, 183)
(86, 184)
(86, 185)
(86, 186)
(86, 189)
(86, 214)
(86, 215)
(87, 182)
(87, 183)
(87, 184)
(87, 185)
(87, 188)
(87, 214)
(88, 182)
(88, 183)
(88, 184)
(88, 185)
(88, 187)
(88, 213)
(89, 182)
(89, 183)
(89, 186)
(89, 212)
(90, 181)
(90, 182)
(90, 186)
(90, 211)
(91, 181)
(91, 182)
(91, 185)
(91, 210)
(92, 109)
(92, 184)
(92, 209)
(92, 210)
(93, 109)
(93, 110)
(93, 209)
(94, 109)
(94, 110)
(94, 111)
(94, 208)
(95, 109)
(95, 110)
(95, 111)
(95, 112)
(95, 208)
(96, 109)
(96, 110)
(96, 111)
(96, 112)
(96, 113)
(96, 207)
(97, 109)
(97, 111)
(97, 182)
(97, 207)
(98, 111)
(98, 112)
(98, 180)
(98, 181)
(98, 182)
(98, 206)
(99, 181)
(99, 206)
(99, 207)
(100, 180)
(100, 181)
(100, 205)
(100, 206)
(100, 207)
(101, 180)
(101, 181)
(101, 182)
(101, 205)
(101, 206)
(101, 207)
(102, 180)
(102, 181)
(102, 205)
(102, 206)
(102, 207)
(102, 208)
(103, 180)
(103, 181)
(103, 205)
(103, 206)
(103, 207)
(103, 208)
(103, 209)
(104, 181)
(104, 205)
(104, 206)
(104, 207)
(104, 208)
(104, 209)
(105, 181)
(105, 182)
(105, 205)
(105, 206)
(105, 207)
(105, 208)
(105, 209)
(105, 210)
(106, 181)
(106, 182)
(106, 205)
(106, 206)
(106, 207)
(106, 208)
(106, 209)
(106, 210)
(106, 211)
(107, 182)
(107, 205)
(107, 206)
(107, 207)
(107, 208)
(107, 209)
(107, 210)
(107, 211)
(108, 182)
(108, 183)
(108, 205)
(108, 206)
(108, 207)
(108, 208)
(108, 209)
(108, 210)
(108, 211)
(108, 212)
(109, 155)
(109, 183)
(109, 206)
(109, 207)
(109, 208)
(109, 209)
(109, 210)
(109, 211)
(109, 212)
(109, 213)
(110, 153)
(110, 154)
(110, 155)
(110, 183)
(110, 184)
(110, 206)
(110, 207)
(110, 208)
(110, 209)
(110, 210)
(110, 211)
(110, 212)
(110, 213)
(110, 214)
(111, 152)
(111, 153)
(111, 154)
(111, 155)
(111, 156)
(111, 157)
(111, 184)
(111, 206)
(111, 207)
(111, 208)
(111, 209)
(111, 210)
(111, 211)
(111, 212)
(111, 213)
(111, 214)
(112, 152)
(112, 153)
(112, 154)
(112, 156)
(112, 157)
(112, 184)
(112, 185)
(112, 207)
(112, 208)
(112, 209)
(112, 210)
(112, 212)
(112, 213)
(112, 214)
(112, 215)
(113, 152)
(113, 153)
(113, 154)
(113, 155)
(113, 156)
(113, 157)
(113, 158)
(113, 185)
(113, 208)
(113, 209)
(113, 210)
(113, 211)
(113, 212)
(113, 213)
(113, 214)
(113, 215)
(113, 216)
(114, 152)
(114, 153)
(114, 154)
(114, 155)
(114, 156)
(114, 157)
(114, 158)
(114, 185)
(114, 186)
(114, 208)
(114, 209)
(114, 210)
(114, 211)
(114, 212)
(114, 213)
(114, 214)
(114, 215)
(114, 216)
(114, 217)
(115, 151)
(115, 152)
(115, 153)
(115, 154)
(115, 155)
(115, 156)
(115, 157)
(115, 158)
(115, 159)
(115, 186)
(115, 209)
(115, 210)
(115, 211)
(115, 212)
(115, 213)
(115, 214)
(115, 215)
(115, 216)
(116, 151)
(116, 152)
(116, 153)
(116, 154)
(116, 155)
(116, 156)
(116, 157)
(116, 158)
(116, 159)
(116, 186)
(116, 187)
(116, 209)
(116, 210)
(116, 211)
(116, 212)
(116, 213)
(116, 214)
(116, 215)
(116, 216)
(116, 217)
(116, 218)
(117, 151)
(117, 152)
(117, 153)
(117, 154)
(117, 155)
(117, 156)
(117, 157)
(117, 158)
(117, 159)
(117, 160)
(117, 187)
(117, 210)
(117, 211)
(117, 212)
(117, 213)
(117, 214)
(117, 215)
(117, 216)
(117, 217)
(117, 218)
(117, 219)
(118, 151)
(118, 152)
(118, 153)
(118, 154)
(118, 155)
(118, 156)
(118, 157)
(118, 158)
(118, 159)
(118, 160)
(118, 161)
(118, 187)
(118, 188)
(118, 211)
(118, 212)
(118, 213)
(118, 214)
(118, 215)
(118, 216)
(118, 217)
(118, 218)
(118, 219)
(119, 151)
(119, 152)
(119, 153)
(119, 154)
(119, 155)
(119, 156)
(119, 157)
(119, 158)
(119, 159)
(119, 160)
(119, 161)
(119, 189)
(119, 212)
(119, 213)
(119, 214)
(119, 215)
(119, 216)
(119, 217)
(119, 218)
(119, 219)
(119, 220)
(120, 150)
(120, 151)
(120, 152)
(120, 153)
(120, 154)
(120, 155)
(120, 156)
(120, 157)
(120, 158)
(120, 159)
(120, 160)
(120, 161)
(120, 162)
(120, 189)
(120, 213)
(120, 214)
(120, 215)
(120, 216)
(120, 217)
(120, 218)
(120, 219)
(120, 220)
(120, 221)
(121, 151)
(121, 152)
(121, 153)
(121, 154)
(121, 155)
(121, 156)
(121, 157)
(121, 158)
(121, 159)
(121, 160)
(121, 161)
(121, 162)
(121, 163)
(121, 190)
(121, 213)
(121, 214)
(121, 215)
(121, 216)
(121, 217)
(121, 218)
